rapper,lyrics
Nas,"Larenz and Nia Long, Love Jones, dippin' on the bike
You growin' into a better woman, it's whatever, we thuggin'"
Nas,"Minor thief shit, minor league shit, beasting
Looking for the juks young, but now we older chiefing"
Nas,"The cops shot the kid
I still hear him scream"
Nas,"I think they scared (To Catholics)
To Catholics, Moors and Masons"
Nas,"Bitches call me Horse — the pussy filler
I'll fuck a big-boned or slim chick"
Nas,"Niggas' rap sheets look like obituaries
You be starving in Kew Gardens"
Nas,"Rental cars, little broads, saying you was seen
With little niggas with a chain, you was doing your thing"
Nas,"And that's about the time the story begun
That's when I first heard the voicemail on the cell"
Nas,"Comin' outta Queensbridge
Comin' outta-a-a-outta-a-a-outta Queensbridge"
Nas,"If I changed anything, I mean anything
I would change everything, oh yeah"
Nas,"We got it locked beyond measure, your clique's under pressure
Extort you for your treasure, smack you with the undresser"
Nas,"Why you bein' sinister, hey? (Hey)
Yo, yo, Mr. President (Yo, yo, Mr. President)"
Nas,"Holdin’ weed inside they pussy with they minds on the pretty things in life
Gettin' props is a true thug's wife"
Nas,"So there it is, I'm a prince, I'm against lames
Who do minor shit, swear they on the top of they game"
Nas,"Don't think the same as everyone else
If I had everything, everything"
Nas,"Some real millionaires. See, that's ill, 'cause look at statistics
Real millionaires and I ain't talking ghetto riches, thorough business"
Nas,"They are still dreamin'
They are still dreamin'"
Nas,"Be havin' dreams that I'm a gangsta, drinkin' Moëts, holdin' TEC's
Makin' sure the cash came correct, then I stepped"
Nas,"She heard stories of her daddy thuggin'
So if her husband is a gangster, can't be mad, I'll love him"
Nas,"Black diamonds and pearls
If I ruled, if I ruled the world"
Nas,"In hospitals, shots riddle the block
Little children and elderly women run for they lives"
Nas,"New York girl, dem a mad over we
Nas di don Nas di don Nas di don Nas di don"
Nas,"Where is he, the man who was just like me?
I heard he was hidin' somewhere I can't see"
Nas,"They care for me
Should I be down"
Nas,"Murderous night times and knife fights and blight crimes
Chill on the block with Cognac, cold strapped"
Nas,"'94 real shit y'all (word up Harry O)
Fuck y'all crab-ass niggas though!"
Nas,"""Gandhi was a fool, nigga, fight to the death
The US Army is a school that teach you plights of conquest"""
Nas,"How she found out? She dreamt the whole thing out
Y'all be going through problems, you gotta work the kinks out"
Nas,"My pen rides the paper, it even has blinkers
Think I'll dim the lights, then inhale, it stimulates"
Nas,"Ain't nothing, this nigga in here stressing
Talking that old off the wall, back to Africa shit again"
Nas,"He's a Big Will, used to slang krill, now he own The Hill
Couldn't take losin' his cash, and I could feel"
Nas,"When my gat don't need to spray
When these streets are safe to play"
Nas,"Why it's mentioned in my rhymes? Fuck it
It's just an intro, hate it or love it, like it, bump it, or dump it"
Nas,"Listen.. to reason
Pretty baby, baby, listen"
Nas,"I ride like Porsches, thick, brown and gorgeous
It ain't my fault, semi-automatic weapons I brought"
Nas,"Cheeba in yellow sacks, dope sold in laundromats
Thugs bark, getting amped from weed"
Nas,"Or been shot in the medulla oblongata
And survived and praise God with a bullet I never collided"
Nas,"If I changed anything, I mean anything
I would change everything, oh yeah"
Nas,"Hangin' out with young thugs that all carry nines
And night time is more trife than ever"
Nas,"Can't forget my motherfuckin' heart, Big Bo, one love
(One love, one love, one love, one love)"
Nas,"Fame went to they head, so now it's ""Fuck Nas""
Yesterday you begged for a deal, today you tough guys"
Nas,"If I ruled the world
(I love 'em, love 'em, baby)"
Nas,"These are the lyrics of the man, you can't near it, understand?
‘Cause in the streets, I'm well-known like the number man"
Nas,"If I had everything, everything
I could change anything"
Nas,"Like prophet Muhammad said the ink from a scholar
Worth more than the blood of a martyr, so I'ma"
Nas,"Niggas is still hating
Talking that Nas done fell off with rhyming"
Nas,"Or get somethin' that you want none of
Unlimited amount you collect from us"
Nas,"Ayy
Adam and Eve, Adam and Eve"
Nas,"Wildin' on the Island, but now in Elmira
Better chill, 'cause them niggas will put that ass on fire"
Nas,"(I) Fuck with your soul like ether
(Will) Teach you, the king, you know you"
Nas,"Rockin' they shirts in bitches' faces like clockwork
""What's your name? Where you from?"""
Nas,"Is that Horse? It must be, I heard he husky
Yeah, there go Jungle — eyes red, lookin' for trouble"
Nas,"Jerome's niece, on her way home from Jones Beach
It's bugged—plus little Rob is sellin' drugs on the dime"
Nas,"Send out the order, laws and the rituals
Burn candles, say prayers, paint murals"
Nas,"Y'all know my steelo, with or without the airplay
I keep some E&J, sittin' bent up in the stairway"
Nas,"You couldn't make orders at a drive-through McDonald's
I was fly at the Apollo with Black Jason, '89 with a bottle"
Nas,"Yo, his mouth could've got us all wasted, what a fuckin' clown
All I got left in the end is two of my best friends"
Nas,"No matter how you try you never can
(You wouldn't last a day in my shoes, homie)"
Nas,"Shaking, somebody stomped him out, his dome was aching
He placed me on his waist, the moment I've been waiting"
Nas,"Represent, represent
Represent, represent"
Nas,"There's so much crisis in the world 'cause you reap what you sow
When you keep what you know is meant for someone else"
Nas,"Real friend don't change
Only talking with winners, a loser or two got my number"
Nas,"Accident murderer
You just an accident murderer"
Nas,"Every day's a different plan that had us running from cops
If it wasn't hanging out in front of cocaine spots"
Nas,"So dumb, felt my leg burn, then it got numb
Spun around and shot one, heard shots and dropped, son"
Nas,"Summoned from Heaven, blessed, dressed in only Goyard
Homie go hard like Stone and Robert in a stolen car"
Nas,"My crew the shorty busters, the 41st side of Vernon posse
The Goodfellas, my man Cormega, Lakey the Kid"
Nas,"Now I'm the one who repping Queens
Way beyond your wildest dreams"
Nas,"Let's count this money, nigga
Ayo, Nas, put the Jacksons and the Grants over there!"
Nas,"Niggas got game, they be tryna live
He seen your Mama crib, plus I'm sure he know who your father is"
Nas,"Hope the memories'll get us through tomorrow
I'm a real O.G., 'cause back in '93"
Nas,"I ain't a Christian, but I find that we pray alike
Never the one to ask for the time to a saint"
Nas,"Writin' songs about rights and wrongs and bails bonds
Master bedroom, bigger than the crib that I was raised at"
Nas,"If hip hop should die, we die together
Bodies in the morgue lie together, all together now"
Nas,"They're next to me
Hey"
Nas,"Shooters, I knew them when they was babies, I used to test them
Make 'em throw up they hands, choke 'em out playing and wrestling"
Nas,"Esco, whattup? (Whattup, homie?)
I mean, it's what you expected, ain't it? (Hahaha)"
Nas,"With little niggas with a chain, you was doing your thing
How high was I? You the thousandth guy"
Nas,"Bust three times, throw her the peace sign, she sleep
Then my dick sleep, and I ain't gotta call her for weeks"
Nas,"Word life, check it
I got it goin' on, even flip a morning song"
Nas,"I want your love back, baby, oh
Gimme the key back, baby, oh"
Nas,"(Right...) Yo, police, police man, yo, let's get ghost
Halftime..."
Nas,"Niggas push Bimmers and 300 E's
A drug dealer's destiny is reachin' a key"
Nas,"Rest in peace to my niggas on they back
To all the niggas who bust gat (If you's a live nigga)"
Nas,"He's the heartbeat of the people
The ghetto people, and when I say ghetto people"
Nas,"Used to sport Bally's and Cazals with black frames
Now I'm into fat chains, sex and TECs"
Nas,"We at the mafia table next to the kitchen
Eatin' Michelin Stars, countin' a million"
Nas,"Scoping, they lay in the cut, weighing my luck
Player haters play this in cell blocks and rocked stages"
Nas,"You know I click-clack where you and your mens at
Do the Smurf, do the Wop, Baseball Bat"
Nas,"They passed down wisdom, blessings were given
Pray my sins don't get passed to my children, I made a killin'"
Nas,"Nah, we the strongest hood but it's these cowards that kill it
So now they say"
Nas,"I can't sit and watch it, so shit, I'ma drop it
Like it or not, you ain't gotta cop it"
Nas,"Caught a hot one, somebody take this biscuit 'fore the cops come
Then they came, askin' me my name, what the fuck?"
Nas,"And for that girl who never made it home, shot in the dome
How they gon' kill that beautiful sister?"
Nas,"You talk a little sweet about me, a lot of sour
I know that you believe in stars"
Nas,"They ideology is confusion, I lose 'em
Fellates me, who hate me? My gun off safety"
Nas,"The rap world like, ""What's all this commotion?""
Went plat, mad bottles, I'm toastin'"
Nas,"Now get up off yo' ass like your seat's hot
My live niggas – lit up the reefer"
Nas,"Do more than just hold it, explode the clip until you empty
There's nothin' in our way, they bust, we bust, they rush, we rush"
Nas,"Where my crown at? (Ill Will)
Ill Will, rest in peace, let's do it, niggas"
Nas,"Diadora was my favorite, the Mark Buchanans
Mama couldn't afford them, I learned everythin' on the border"
Nas,"Ayo, dunn
C'mon, c'mon, man, stop wavin' that, man!"
Nas,"What up, kid? I know shit is rough doin' your bid
When the cops came, you shoulda slid to my crib"
Nas,"Gotta watch them niggas that's close to you (Uhh)
And make sure they do what they supposed to do (What, hah)"
Nas,"‘Cause 10 years ago, we all strived to be 25
Some cats didn't make it alive"
Nas,"In black, there was a snitch on the block gettin' niggas knocked
So hold your stash 'til the coke price drop"
Nas,"They spoke of Fat Cat; that nigga's name made bell rings, black
Some fiends scream about Supreme Team, a Jamaica Queens thing"
Nas,"It's rare I listen to niggas who never been in my position
A caterpillar can't relate to what an eagle envisions"
Nas,"Then I start to front, matter of fact, I be on a manhunt
You couldn't catch me in the streets without a ton of reefer"
Nas,"My window faces shootouts, drug overdoses
Live amongst no roses, only the drama"
Nas,"Pretty little face, get a little high
Young girl struggling, trying to survive (Trying to survive)"
Nas,"Time pass—"" (Nah, let me start somethin' else)
""Soul on Ice, death threats given by clowns"
Nas,"Bullets I had plenty to squeeze, plenty for you
'Cause Jungle said, ""Block your on enemy's the"""
Nas,"My niggas roll in ten M3's
Twenty gods poppin' wheelies on Kawasakis"
Nas,"I'm out for dead presidents to represent me
Whose world is this?"
Nas,"If hip hop should die before I wake
I'll load an extended clip and body 'em all day"
Nas,"This is how I escape the madness
Too much of anything'll hurt you, so my state of mind's all purple"
Nas,"My niggas is ignant, put lead in your pigment
Just 'cause y'all was mad at all the years I was getting it"
Nas,"Got yourself a gun
Yo, I'm livin' in this time behind enemy lines, so"
Nas,"And always be clever in every endeavor
'Cause drastic time call for drastic measure"
Nas,"Doctors injectin' our infants with the poison
Religion misoverstood is poison"
Nas,"Bolognas and milk from a small carton
You could still feel chills from the team on 118"
Nas,"Any ghetto will tell ya, ""Nas helped grow us up""
My face once graced promotional Sony trucks"
Nas,"Is the nigga gangsta? Yeah, that's how I'm livin'
That's how I'm playin' — I got these freak fuckin' hoes singin'"
Nas,"I know I can (I know I can)
Be what I wanna be (Be what I wanna be)"
Nas,"Blood of Christ covers me, our savior and healer
Drug prices up or down, I know a few dealers"
Nas,"So on and so on
Big Ha, Houston Fifth Ward"
Nas,"Do what's necessary, I'm never worried
Listen vultures, I've been shackled by Western culture"
Nas,"GemStar's razor sharp like Gillette
Shavin' closely, on any character approach me"
Nas,"And jump pon mi big trampoline, nah mean?
And boost up her self-esteem, nah mean?"
Nas,"Roll to every station, wreck the DJ
Roll to every station, wreck the DJ"
Nas,"Face glistening, I'm addicted to you
Original Wisdom Body got me picturing you"
Nas,"Still in musical prison, in jail for the flow
Try tellin' Bob Dylan, Bruce or Billy Joel"
Nas,"It made me stronger
Now I get my paper longer"
Nas,"EPMD, but me, I gots no chill (Ch-chill)
Just a lotta skrill"
Nas,"I never let them though, I just forgive them though
Either that or the pistol blow"
Nas,"On the fuckin' freeway on the way here (Yeah)
Like Rudolph and his homies when they pullin' the sleigh, yeah"
Nas,"With restaurants and Carbone, spicy rigatoni go hard
A red Bordeaux, oh God"
Nas,"Diamonds I flaunt it, chickenheads flock, I lace 'em
Fried, broiled with basil, taste 'em"
Nas,"Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go"
Nas,"""We gotta bounce, yo!""
""Let's bounce!"""
Nas,"Let's keep it real, son, count this money
You know what I'm sayin'? (Yeah, yeah)"
Nas,"No doubt!
Nas is like... life or death; I'm a rebel (Uh, uh)"
Nas,"It come to the crop man a cream, nah mean?
It come to discipline man a Dean, nah mean?"
Nas,"Oochie wally-wally
He really, really, really fucked my coochie"
Nas,"Token man safe behind a locked door for sure
Minor thief shit, minor league shit, beasting"
Nas,"Henny and Sprite I separate, watchin' crab niggas marinate
I'm all about TECs, a good jux and sex"
Nas,"To my man Big Will, he's still here
The 40 side of Vernon, my man Big L.E.S"
Nas,"The bigger the cap, the bigger the peeling
Come through, something ill, missing the ceiling"
Nas,"Then stepped off casually, naturally me
Niggas thinkin' shit's sweet, I carry big heat"
Nas,"At night, New York, eat a slice too hot
Use my tongue to tear the skin hanging from the roof of my mouth"
Nas,"Will bless every soul no matter which name you prefer
The immortal stepper"
Nas,"Ill Will, rest in peace, let's do it, niggas
(I) Fuck with your soul like ether"
Nas,"The song takes its title, along with samples of the... Read More
(""I wrote my way out"")"
Nas,"Sisters up in my hood try to do good, given choices
When pregnant, drop out of school or have abortions"
Nas,"You know my thoughts get crazy
My teachers, they couldn't grade me"
Nas,"One, one, one, all around the bar
Come on, let's get high, nigga, oh, shit, oh (Oh)"
Nas,"I almost gave my life to what the dice do
Yeah, man, throwin' them bones"
Nas,"Ecstasy, coke, you say it's love, it is poison
Schools where I learned, they should be burned, it is poison"
Nas,"I burn the stinkest of green, nah mean?
Better listen up careful and keen, nah mean?"
Nas,"Cut out of class just to smoke blunts and drink noddy
Ain't that funny? Getting put on to crack money"
Nas,"Here I am, completed my whole record deal
""What-what, what-what, what would I do?"""
Nas,"Just hold on (just hold on)
Just hold on (just hold on)"
Nas,"Earth, Wind and Fire singin' Reasons why I'm
Up early, trustworthy as a 9 that bust early"
Nas,"Edgar Hoover was black, Willie Lynch is a myth
Colombians created crack, the government made stacks (Welcome to America, niggas!)"
Nas,"And I bet you there's a Heaven for a atheist
It's hard takin' this, racist planet"
Nas,"It all to a head like a coin – cha-ching
The root of evil strikes again, this could sting"
Nas,"Represent, represent
Represent, represent"
Nas,"A pocket full of pills, some are Tylenol 3s, prolly two or three Molly
So some are E  (Summary), which reminds me of ""Rap Summary,"" mami"
Nas,"The cops shot the kid
The cops shot the kid, the cops shot–"
Nas,"Haha, thank ya!
Ahhh, Hallelujah!"
Nas,"He said, ""Nas, niggas caught me bustin' off the roof
So I wear a bulletproof and pack a black tre deuce"""
Nas,"I'll spit a story backwards, it starts at the endin'
The bullet goes back in the gun"
Nas,"It's easy to score, but it's hard to get the shit off
Niggas fightin' over hundred sales, jump in the car and drive off"
Nas,"You thinking life's all about smoking weed and ice
You don't wanna be my age and can't read and write"
Nas,"Or maybe an educator, a lady with etiquette
Who can be from out the hood or even work for the president"
Nas,"He pulled up at 6:30 in a 745
As he waving ""Shorty, hi"""
Nas,"She looked at me like I'm not the cleanest father figure
But she rockin' with it"
Nas,"Life is good, life is good, yeah
Life is good, no matter what, life is good"
Nas,"The clock went back from three to two to one
And that's about the time the story begun"
Nas,"Liars brag, you put work in (Uh)
You ain't mean to murk him, your gun's a virgin (Uh)"
Nas,"Bitches blow me while I'm hoppin' in the drop-top BM'
Word is bond (Uh), son (What), I had that bitch down on my shit  (What, uh) like this (Word)"
Nas,"Oochie wally-wally, oochie bang-bang
Oochie wally-wally, oochie bang-bang"
Nas,"Taught her street shit that I know
Her weakness was shine, yo"
Nas,"""Really, I saw, like, a hole in the rap game, so, if I wanted to put my little two cents in the game, then it would be from a different perspective.""
(""I wrote my way out"")"
Nas,"So please call me ""Big Daddy"" (Daddy)
Plus I got the Kane (Cane) and ""Lean On Me"" (Yeah)"
Nas,"Even the most greatest nation in the world has it comin' back to 'em
Everybody reaps what they sows, that's how it goes"
Nas,"Crack they legs way out of formation
It's horizontal how I have 'em fuckin' me in the Benz wagon"
Nas,"Stretched out, letter T, it's better to dead a beef
Than let it breathe, then we don't succeed"
Nas,"Before my number's called, history's made
Some'll fall, but I rise — thug or die"
Nas,"No doubt!
Nas is like... life or death; I'm a rebel"
Nas,"That you ever thought you could touch our credentials, what's the initials?
Q.B., Jamrock — the lyrical officials"
Nas,"Snoop and Dre had a new ""Thang""
So Puff drove his new Range through Queensbridge Projects"
Nas,"We all need faith 'cause the world keep changing
Let go of the illusion, start some restraining"
Nas,"We enemies but your hatred could never enter me
Some seek fame 'cause they need validation"
Nas,"Yes, I'm alone, and I realize when I get home
I wanna go through my red and my cherry"
Nas,"New York state of mind
New York state of mind"
Nas,"Who wasn't the most faithful husband
Reveal my life, you will forgive me"
Nas,"Probably upstairs, in the mirror, doin' her hair
I walked in through the back door entrance"
Nas,"And here to tell a story and celebrate the glory
Drinks in the air for my niggas not here"
Nas,"He'd rather floss with diamonds
They pray ""Please God, let him spit that 'Uzi in the army lining'"
Nas,"""Say YEAH!
Haha, thank ya!"
Nas,"Or save it all for you?
If Heaven was a mile away"
Nas,"Fi Real! No question at all them ready fi rise the tallest
Take to the enemies all for one and one for all this"
Nas,"Dime sack lacin', court pen pacin'
Individual, lyrical math abrasion"
Nas,"Doors is locked, rocks is chopped
Watch the cameras in the ceilings"
Nas,"Sean Don
Esco"
Nas,"Nas is like... life or death; I'm a rebel
My poetry's deep, I never fell"
Nas,"For my brothers with daughters, I call this
Not sayin' that our sons are less important"
Nas,"Went from Seiko to Rolex, ownin' acres
From the projects with no chips, to large cake dough"
Nas,"An architect, doctor, maybe an actress
But nothing comes easy, it takes much practice"
Nas,"Whether cruisin' in a Sikh's cab or Montero Jeep
I can't call it, the beats make me fallin' asleep"
Nas,"The fiends fight to get crack, I just max, I dream I can sit back
And lamp like Capone, with drug scripts sewn"
Nas,"'Cause she done been there and heard all the rumors before
She loves art, she ride out with me on my music tour"
Nas,"Who you are
Ain't in the recipe of what I am"
Nas,"I write the truth 'cause I live it, not like you musical niggas
We did it big and they bigots, they'd rather shoot than write tickets"
Nas,"My man Smoke know how to expand coke in Mr. Coffee
Feds cost me two mill' to get the system off me"
Nas,"And never have enough
If I had everything, everything"
Nas,"Street dreams are made of these
Niggas push Bimmers and 300 E's"
Nas,"My gator brand is Mauri, walking through rough land before me
Where the snakes put a smile on they face"
Nas,"Sick of them thugs, sick of wrath of the next man's grudge
What the other kid did was pull out, no doubt"
Nas,"I can wish it into existing, God want this nigga to live
Blunt big as a dread, I get high and forget who bled"
Nas,"And she's dead, she's dead)
Yeah, people smoke, chill, party, and die in the same corner"
Nas,"(Nasty) Nasty kid
(Nasty) Yeah..."
Nas,"'Cause I'm saying bye-bye
I guess you just knew and blew a good thing, baby"
Nas,"This morning I got a call, nearly split my wig
This social network said: ""Nas, go and get your kid!"""
Nas,"Live with it and love it
I want a bitch I can trust, some niggas I can trust"
Nas,"Been in the hands of mad thugs
They feed me when they load me with mad slugs"
Nas,"Hold up, whoa
High on life, drunk off dark liquor"
Nas,"And some bwoy soft like ice cream, nah mean?
From a bwoy mek the Feds intervene, nah mean?"
Nas,"(Right...) Exhale, check it, it's halftime
(Right...) It's halftime"
Nas,"Nas di don Nas di don Nas di don Nas di don
Nas di don Nas di don Nas di don, dance"
Nas,"And as the sun sets
And the night falls"
Nas,"(Right...) Yeah, it's about halftime
This is how it feel, check it out, how it feel"
Nas,"And I'm shrewd about decimals
And my man'll speak Patois, and I can speak rap star"
Nas,"I took the L when he passed it, this little bastard
Keeps me blasted and starts talkin' mad shit"
Nas,"The bullet goes back in the gun
The bullet holes close in this chest of a nigga, now he back to square one"
Nas,"Fuck that gotta do with us? Here's the keys to the newest truck
Birkin bags, we burning cash, now baby, do it up"
Nas,"""Say YEAH!
Haha, thank ya!"
Nas,"Habitual happiness, at me you wouldn't look backwards
You would have sex on condominium roof decks"
Nas,"They say the coolest playas and foulest heart breakers in the world
God gets us back, he makes us have precious little girls"
Nas,"Never had wrote a rhyme in my life, what was a sixteen?
At sixteen, arrested in housin', trip to the mountains"
Nas,"I know I can (I know I can)
Be what I wanna be (Be what I wanna be)"
Nas,"42nd Street Terminal
Yo, yo, I live it and I speak it, my religion is reefer"
Nas,"Same girl then, right now's a groupie
Back then, she was like the star in a movie"
Nas,"I thought you needed me
Did you believe in me?"
Nas,"Chain blingin', thinkin' girls everywhere is dumb
Takin' pride in ruinin' their lives"
Nas,"Senegal's finest (rrrat!), minerals, diamonds (Rrrat!)
The Earth is cursed but I survive many climates"
Nas,"""What-what, what-what, what would I do?""
""What-what, what-what, what would I do?"""
Nas,"Where the fuck y'all at?
Ha, ha"
Nas,"You got a lot to lose, but it's all basic
I'll probably ride the times to prevent a late text (I'll probably ride the times)"
Nas,"Large jewelry and expensive Gucci
Next stop, Paid In Full posse recruits me"
Nas,"Mini me's you can hold up
Before you end up wet up from my soldier"
Nas,"'Cause I'm the first to say it got too many hustlers who rob
I never hang out, when we do we bust the .45"
Nas,"Runnin' on empty, there was nothin' left in me but doubt
I picked up a pen and I wrote my way out!"
Nas,"Felt established, fake as he smile, handshake questionable
""Am I good?"" he ask, thinkin', ""But is he testin' you?"" (Is he testin' you?)"
Nas,"The soldiers found below the ground, my nigga
Just hold it down, we older now, my nigga"
Nas,"To stay focused, it's a real sick society
Just 'cause I got your support don't mean you're buyin' me"
Nas,"You know what I'm sayin'?
‘Cause we spendin' the Jacksons"
Nas,"Bet your jewels on it, you don't want to lose on it
Either move on, or move on!"
Nas,"Goons that know how to spot out a Judas I can trust
And if I can't trust you, the fuck is you here for?"
Nas,"What goes around comes around, my nigga
And what goes up, it must come down, my nigga"
Nas,"Sippin' 80 proof, bulletproof under my attire
Could it be the forces of darkness"
Nas,"Listen to Yeezy and Hov, some Rozay
It's like we always on the grind with no brakes"
Nas,"Mike'll chop it; Mayo, you count the profit
My shit is on the streets, this way the Jakes'll never stop it"
Nas,"This girl said in Grenada we should go get married
Broke the meanin' down of the Virgin Mary"
Nas,"Still puff the loud, it's nothing less than a quarter pound
Savage narrative, every verse that I write"
Nas,"I visualize what it is, not what it isn't
We at the mafia table next to the kitchen"
Nas,"Some place to be nobody
My dawg bought a plane, said ""Let's go to Paris"""
Nas,"To all the niggas who bust gat (Live nigga rap)
For niggas don't know how to act"
Nas,"To make one first impression that lasts a lifetime
Reputation supersedes itself"
Nas,"That ain't love, it's hate – think of all the mothers at wakes
Whose sons you killed and you ain't got a cut on your face?"
Nas,"You think I'ma come this far
And let you niggas stop me now?"
Nas,"CD cranking, doing 90 on the Franklin D. Roosevelt
No seat belt, drinking and thinking"
Nas,"Knock a pimp's drink down in his pimp cup
That's the way you get Timberland'd up"
Nas,"I know this crackhead who said she gotta smoke nice rock
And if it's good, she'll bring you customers and measuring pots"
Nas,"Instead, it hits the pockets of the preacher just to purchase
A house with a swimming pool, labels me a sinnin' fool"
Nas,"Many try, many die, come at Nas if you want a war, get it bloody
I got mine, I hope you got yourself a gun"
Nas,"Corner store like ""Mister, spare-a-quarter""
Before Air Jordans, Kareem Abdul-Jabbars"
Nas,"(Hit-Boy)
One city, one country, one state"
Nas,"They shootin'! Aw, made you look
You a slave to a page in my rhyme book"
Nas,"Feel me? Let's go
You can hate me now (Q.B.)"
Nas,"Drama, where does it start?
You know the block was ill as a youngster"
Nas,"Maserati, pumpin' Biggie, the great legend
Blastin', I'm after the actress who played Faith Evans"
Nas,"I'm not in the winters of my life or the beginning stage, I am the dragon
Maserati, pumpin' Biggie, the great legend"
Nas,"I don't need to turn myself into a parody
I don't, I don't do the shit you do for popularity"
Nas,"Somethin' swingin' on the ceiling fan, I stopped it
Swingin' slower and slower"
Nas,"To take over J.P. and Morgan, Goldman and Sachs
And teach the world facts and give Saudi they oil back"
Nas,"I don't even remember when I was writin' these shits
Or what's in these shits, man"
Nas,"Black, I'm livin' where the nights is jet-black
The fiends fight to get crack, I just max, I dream I can sit back"
Nas,"Some wasn't humble, ate too much, got bloated
Ain't too much left to buy, bought it, I'm loaded, I guess"
Nas,"20 to life; I'm clubbing, blowing 20 tonight
We the mob, Bob Marley Marlin' all through the night"
Nas,"Oochie wally wally
He really, really, really work my body"
Nas,"Start off the dice-rollin' match, from craps to cee-lo
With side bets, so roll a deuce, nothin' below"
Nas,"Then he need that head you get and he deserve your bitch
Since you wishin' cash fall from the sky all your life"
Nas,"But wanted the spoils, greedy, selfish behavior
Now let me give it to you balanced and with clarity"
Nas,"Official kings and gents is who I mix and mingle with
Fuck your ice, I rock rubies, amethyst"
Nas,"I heard he was hidin' somewhere I can't see
Where is he, the man who was just like me?"
Nas,"Y'all feel the wrath of a killer, 'cause this is my football field
Throwin' passes from a barrel, shoulder pads, apparel"
Nas,"Yeah, yeah, hold up
KD2 shit (Hit-Boy)"
Nas,"Nas is like... life or death; I'm a rebel (Uh, uh)
My poetry's deep, I never fell"
Nas,"Chilled through my spine, spillin' wine, it's funny
Did good for a staircase loiterer, euphoria"
Nas,"This is for grown-looking girls who's only 10
The ones who watch videos and do what they see"
Nas,"Next to Jet's Beauty of the Week 1993
Chin-grabber, neck-choker, in-her-mouth-spitter"
Nas,"So analyze me, surprise me, but can't magmatize me
Scannin' while you're plannin' ways to sabotage me"
Nas,"I can see him pissin' on hisself and he's wettin' up his thighs and he tryin' to resist it
Switchin'"
Nas,"Days are shorter, nights are colder
Feelin' like life is over, these snakes strike like a cobra"
Nas,"Switch up the language, I move through Ghana
Salute and honor real revolution rhymers"
Nas,"Yeah, yeah, let’s pour some cherry wine
Everything’s good, everything’s fine"
Nas,"What would I do
If I could reach inside of me"
Nas,"My brothers and sisters are never forgot, nah mean?
Don't wanna hear another soldier drop, nah mean?"
Nas,"CB4 Gusto, your luck low, I didn't know 'til I was drunk though
You freak niggas played out, get fucked and ate out"
Nas,"'Cause where I'm from
And what I see, you wouldn't understand where I been"
Nas,"Bulletproof Hummer man
I'm like bein' locked down around new faces, and none of 'em fam"
Nas,"Kama Sutra, Mr. Oochie Wally
She hit the woah, I'm in control, I'm in her soul"
Nas,"""Oh, I think they like me, in my white tee""
You can't ice me, we here for life, B"
Nas,"You can hate me now (Do it now) (You can hate me now)
You can hate me now"
Nas,"I be tryin' to reply and they never suppose I get my quiet time in?
They think forever I’m rollin' in dough, swimmin' in a pool of cash"
Nas,"Takin' his first immunization shots, but this is great
The child's introduction to suffering and pain"
Nas,"Contamin', cut the party short while you jammin'
We think smarter, reach harder"
Nas,"And here to tell your story and celebrate the glory
Drinks in the air for my niggas not here"
Nas,"Big Cee-Lo from the Dime, Shawn Penn, the 40 busters
My crew the shorty busters, the 41st side of Vernon posse"
Nas,"This is what Nas is 'bout, nigga, the time is now
Yo, all I need is one mic"
Nas,"Bravehearts, Bravehearts
I see niggas runnin', yo, my mood is real rude"
Nas,"So many years of depression make me vision
The better livin', type of place to raise kids in"
Nas,"Niggas stop fuckin' burnin' Phillies, man
Light some Phillies up then!"
Nas,"Pulled her ring out my pocket I was savin'
Put it on her ring finger, cocked the Glock and started prayin'"
Nas,"Why you bein' sinister?
Say man a di real Buffalo inna Rastafari regime"
Nas,"Just C.R.E.A.M. or it's a smoke screen
Imagine that, that's why I hardly kick the bragging raps"
Nas,"King of the town? Yeah, I been that
You know I click-clack where you and your mens at"
Nas,"Keep it on and on and on and on and
Know what I'm sayin'? Big Nas"
Nas,"I like this, I like the way this feels (Let's go)
It's a thin line between paper and hate"
Nas,"""Fuck that!""
""Get rid of the heat, yo"""
Nas,"You can hate me now (I won't stop)
But I won't stop now (Now) (I can't stop)"
Nas,"Runnin' up in the spot, mask and duct taped up
Pig-tie they motherfuckin' wrists to they ankles"
Nas,"Save the music, y'all
Save the music, y'all"
Nas,"So fast, I didn't know he was hit, it's over wit'!
Heard mad niggas screaming, niggas running, cops is coming"
Nas,"Not sayin' that our sons are less important
This morning I got a call, nearly split my wig"
Nas,"The smooth criminal on beat breaks
Never put me in your box if your shit eats tapes"
Nas,"They don't respect you, a check's due for me for your fame
Mega, I hope you blow so I'm sayin' your name (Mega, Mega)"
Nas,"Keepin' it real, packin' steel, gettin' high
'Cause life's a bitch and then you die"
Nas,"Be what I wanna be (Be what I wanna be)
If I work hard at it (If I work hard at it)"
Nas,"Could you believe Eve, Mother Earth of the seas
Niggas thirst you, you just let 'em hurt you and leave"
Nas,"Check it out
I call it, yeah, yeah"
Nas,"Grandkids and a Rottweiler got over the block trauma (Yeah, trauma)
So what you sayin', nigga? You gots to chill (Uh-huh)"
Nas,"The way you hang out all night long
Doing silly things that is wrong"
