rapper,lyric
Nas,everybodys looking for something
Nas,gunshot
Nas,yeah nigga what
Nas,oh shit
Nas,queensbridge boy what yo what
Nas,yo they shot dun dawg
Nas,yo yo lets get the hell outta here yall i dont give a fuck
Nas,look we on his back right now
Nas,we gotta get the hell outta here yo
Nas,i want some more nigga come on
Nas,yo come on run yo
Nas,watch out man yo watch out watch out nigga
Nas,yo yo hol up hol up hol up
Nas,yo i twisted that kid right
Nas,yeah the hell you did man
Nas,yo why you
Nas,yo yo come on though
Nas,yo we gotta got up outta here yo
Nas,you think somebody peeped that
Nas,yo hell yeah im saying yo as long as we get rid o
Nas,get rid of the heat yo
Nas,fuck that
Nas,get rid of the heat yo
Nas,gunshot
Nas,cmon cmon im through that shit cmon
Nas,we gotta bounce yo
Nas,when the world turned its back on me
Nas,i was up against the wall
Nas,i had no foundation
Nas,no friends and no family to catch my fall
Nas,runnin on empty thwas nothin left in me but doubt
Nas,i picked up a pen and i wrote my way out
Nas,i picked up the pen like hamilton
Nas,street analyst now i write words that try to channel em
Nas,no political powerjust lyrical power
Nas,sittin on a crate on a corner sippin for hours
Nas,schemin on a come up from evening to sun up
Nas,my man awaitin trial misdemeanors we younger
Nas,courtroom prejudice insufficient evidence
Nas,jailhouse lawyers these images still relevant
Nas,flickerin lights inside my project hall
Nas,sickenin the mice crawl all night long
Nas,and 87 reaganism many pages ive written on
Nas,writin songs about rights and wrongs and bails bonds
Nas,master bedroom bigger than the crib that i was raised at
Nas,im the architect like i wrote the code to waze app
Nas,im driven black elohim from the streets of queens
Nas,the definition of what it was written means
Nas,know what i mean
Nas,when the world turned its back on me
Nas,i was up against the wall
Nas,i had no foundation
Nas,no friends and no family to catch my fall
Nas,runnin on empty there was nothin left in me but doubt
Nas,i picked up a pen and i wrote my way out
Nas,i really wrote my way up out of 6e
Nas,develop relationships with fiends i know they miss me
Nas,before the metrocards it was tokens i did the ten speed
Nas,never had wrote a rhyme in my life what was a sixteen
Nas,at sixteen arrested in housin trip to the mountains
Nas,came right back trappin off couches watchin for mouses
Nas,only tools we was posed with had a spot smoke lit
Nas,the hate is just confusion pay attention how them jokes switch
Nas,diadora was my favorite the mark buchanans
Nas,mama couldnt afford them i learned everythin on the border
Nas,thats a big 8 clicquot parties with private dancers with no mixtape
Nas,bumble bee tuna now we could get steak
Nas,i persevered composition i kept it close
Nas,competition near im a spartan without the spear
Nas,three hundred rhymes it was written before i wrote it
Nas,opportunity knockin might miss it that window closin
Nas,this poetry in motion im a poet
Nas,when the world turned its back on me
Nas,i was up against the wall
Nas,i had no foundation
Nas,no friends and no family to catch my fall
Nas,runnin on empty there was nothin left in me but doubt
Nas,i picked up a pen and i wrote my way out
Nas,high speed dubbin these rhymes in my dual cassette deck
Nas,runnin out of time like im jonathan larsons rent check
Nas,my mind is where the wild things are maurice sendak
Nas,in withdrawal i want it all please give me that pen back
Nas,yall i caught my first beatin from the other kids when i was caught readin
Nas,oh you think you smartblaowstart bleedin
Nas,my pops tried in vain to get me to fight back
Nas,sister tapped my brains said psshyoull get em right back
Nas,oversensitive defenseless i made sense of it i pencil in
Nas,the lengths to which id go to learn my strengths and knock em senseless
Nas,these sentences are endless so what if they leave me friendless
Nas,damn you got no chill fuckin rightim relentless
Nas,i know abuelas never really gonna win the lottery
Nas,so its up to me to draw blood with this pen hit an artery
Nas,this puerto ricans brains are leakin through the speakers
Nas,and if he can be the shinin beacon this side of the gwb and
Nas,shine a light when its gray out
Nas,oh i was born in the eye of a storm
Nas,no lovin arms to keep me warm
Nas,this hurricane in my brain is the burden i bear
Nas,i can do without im here 
Nas,cause i wrote my way out
Nas,picked up the pen like hamilton
Nas,i wrote my way out of the pro
Nas,wrote
Nas,wrote my way out of the projects
Nas,pick
Nas,picked up the pen like hamilton
Nas,i wrote my way out of the
Nas,wrote
Nas,wrote my way out of the
Nas,picked up the pen like hamilton
Nas,i wrote my way out of the pro
Nas,wrote
Nas,wrote my way out of the projects
Nas,really i saw like a hole in the rap game so if i wanted to put my little two cents in the game then it would be from a different perspective
Nas,yeah word
Nas,got some remy martin
Nas,and some goodass cigars check it out
Nas,ayo late night candlelight fiend with diesel in his needle
Nas,queensbridge leader no equal
Nas,i come from the wheel of ezekiel
Nas,to pop thousanddollar bottles of scotch
Nas,smoke pot and heal the people
Nas,any rebuttal to what i utter get boxcutterd
Nas,count how many bad honeys i slut its a high number
Nas,name a nigga under the same sky that im under
Nas,who gets money remain fly yeah i wonder
Nas,eyes flutter its love when nas pops up
Nas,stars get starstruck panties start drippin
Nas,the ways of carlito blaze torpedo cigars
Nas,drop rolls hoes drop clothes
Nas,louis the xiii freaks women nice size
Nas,i ride like porsches thick brown and gorgeous
Nas,it aint my fault semiautomatic weapons i brought
Nas,the world crazy im rich and im girlcrazy
Nas,dick em convince em all to praise me
Nas,they ideology is confusion i lose em
Nas,fellates me who hate me my gun off safety
Nas,since the tunnel and skate key my jewelry in hd
Nas,silent rage pristine in my vintage shades
Nas,im not in the winters of my life or the beginning stage
Nas,i am the dragon
Nas,maserati pumpin biggie the great legend
Nas,blastin im after the actress who played faith evans
Nas,my little jackie onassis dig
Nas,im so high i never land like mike jacksons crib
Nas,vest on 45 still crack ya rib sacrilege
Nas,talk trash bout the nasty kid
Nas,past nasty now im gross and repulsive
Nas,talk money is you jokin
Nas,cash everywhere in my bank in the sofa
Nas,in the walls in the cars in my wallet in my pocket
Nas,on the floors ceilings the safe bitch i got it
Nas,you envy but dont offend me
Nas,im skinny but still im too big for a bentley
Nas,you are your car what could represent me
Nas,too godly to be a bugatti you honestly
Nas,must design me somethin tommy montana from queens had before the 90s
Nas,drug dealer car rush to the bar
Nas,move niggas we dont give a fuck who you are
Nas,black card heavy like a magnet in my stitched denims
Nas,pretty women see them saggin
Nas,bet a hundred stacks niggasll run it back
Nas,just havin fun i aint even begun to black
Nas,light another blunt in fact haha
Nas, nasty kid
Nas, yeah
Nas, the kid  yeah
Nas, nasty kid 
Nas,for the hustlers thick as yellow bitches for the suck of it
Nas,got a bunch of niggas in prison braggin
Nas,saying it was nas i used to hustle with
Nas,i display fashions while my lungs engage hashish
Nas,guns on my waist past this
Nas,since im cakin up put funds in my safe laughin
Nas,and joinin the blunt passin you niggas was straight assin
Nas,excuse the vulgarity im still not fully adjusted
Nas,or used to the new fans hearin me spit rapidly
Nas,i never see the whips niggas be claimin they drivin
Nas,i guess entertainment means blatantly lyin
Nas,fake it til you make it ive driven those toys
Nas,been in them wars in the streets cops kickin in doors
Nas,for my team nigga your flow cheap as limousine liquor
Nas,im no fake rap cd listener sit back and roll a mean swisher
Nas,the cops used to come around in my neighborhood
Nas,alright you kids stop having so much fun move along
Nas,oh theyd arrest me you know especially at night
Nas,they had a curfew niggas had to be home at 11 negros 12
Nas,and youd be trying to get home doing your crew runs
Nas,and theyd always catch you out in front of a store or something
Nas,cause youd be taking shortcuts right
Nas,cops ree put your hands up black boy
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,i dont wanna hurt nobody
Nas,we just came here to party
Nas,see a few dames exchange some names
Nas,im a top shotta kid stay in your lane
Nas,the cop shot the kid same old scene
Nas,pour out a little liquor champagne for pain
Nas,slapboxin in the street
Nas,crack the hydrant in the heat
Nas,cop cars on the creep
Nas,doin they roundups we just watch for the sweep
Nas,yeah its hotter than july
Nas,its the summer when niggas die
Nas,its the summer when niggas ride
Nas,together well be strong but forever we divide
Nas,so yall are blowin my high
Nas,type of shit thats killin my vibe
Nas,white kids are brought in alive
Nas,black kids get hit with like five
Nas,get scared you panic youre goin down
Nas,the disadvantages of the brown
Nas,how in the hell the parents gon bury their own kids
Nas,not the other way around
Nas,reminds me of emmett till
Nas,lets remind em why kap kneels
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,i still hear him scream
Nas,stay tuned up and down your timeline
Nas,this fake news people is all lyin
Nas,money is bein made when a mom cries
Nas,wont be satisfied til we all die
Nas,tell me who do we call to report crime
Nas,if 911 doin the driveby
Nas,its certain things i cant abide by
Nas,i aint bein extreme this is my side
Nas,talkin big shit ready to die
Nas,i know every story got two sides
Nas,claimin he paranoid by the black guy
Nas,cop wanna make it home by nighttime
Nas,just a good kid he wasnt that guy
Nas,had a little hit he wasnt that high
Nas,cop gon claim that it was selfdefense
Nas,say he was ridin dirty so the case rests
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot 
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot 
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot 
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot 
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,the cops shot the kid the cops shot
Nas,the cops shot the kid
Nas,woke up this mornin 
Nas,you got yourself a gun 
Nas,got yourself a gun
Nas,yo im livin in this time behind enemy lines so
Nas,i got mine i hope you got yourself a gun
Nas,you from the hood i hope you got yourself a gun
Nas,you want beef hope you got yourself a gun
Nas,and when i see you ima take what i want so
Nas,you tried to front hope you got yourself a gun
Nas,you aint real hope you got yourself a gun
Nas,my first album had no famous guest appearances
Nas,the outcome im crowned the best lyricist
Nas,many years on this professional level
Nas,why would you question whos better the world is still mine
Nas,tattoos real with gods son across the belly the boss of rap
Nas,you saw me in belly with thoughts like that
Nas,to take it back to africa i did it with biggie
Nas,me and 2pac were soldiers of the same struggle
Nas,you lames could huddle your teams shook
Nas,yall feel the wrath of a killer cause this is my football field
Nas,throwin passes from a barrel shoulder pads apparel
Nas,but the qb dont stand for no quarterback
Nas,every word is like a sawedoff blast cause yall all soft
Nas,and im the black hearse that came to haul yall ass in
Nas,its for the hood by the corner store
Nas,many try many die come at nas if you want a war get it bloody
Nas,i got mine i hope you got yourself a gun
Nas,you from the hood i hope you got yourself a gun
Nas,you want beef hope you got yourself a gun
Nas,and when i see you ima take what i want so
Nas,you tried to front hope you got yourself a gun
Nas,you aint real hope you got yourself a gun yo
Nas,im the n the a to the sir
Nas,and if i wasnt i mustve been escobar
Nas,you know the kid got his chipped tooth fixed hair parted with a
Nas,barbers preciseness bravehearted for life its
Nas,return of the golden child son of a blues player
Nas,so who are you player yall awaited the true savior
Nas,puffin that tropical cups of that vodka too
Nas,papi chus tore up wake up in a hospital
Nas,throw up never member i do this through righteous steps
Nas,you judas thought i was gone so in light of my death
Nas,yall been all happygolucky bunch of sambos
Nas,call me gods son with my pants low
Nas,i dont die slow put them rags up like petey pablo
Nas,this is nasdaq though in my nascar with this nas flow
Nas,what could beat that not a soul reppin
Nas,hit the record store never let me go get my whole collection yo
Nas,i got mine i hope you got yourself a gun
Nas,you from the hood i hope you got yourself a gun
Nas,you want beef hope you got yourself a gun
Nas,and when i see you ima take what i want so
Nas,you tried to front hope you got yourself a gun
Nas,you aint real hope you got yourself a gun
Nas,its the return of the prince the boss
Nas,this is real hardcore kid rock and limp bizkit soft
Nas,sip cris get chips wrist glist i floss
Nas,stick shift look sick up in that boxster porsche
Nas,with the top cut off rich kids go and cop the source
Nas,they dont know about the blocks im on
Nas,and everybody wanna know where the kid go
Nas,where he rest at where he shop at and dress at
Nas,know he got dough where does he live is he still in the bridge
Nas,does he really know how ill that he is
Nas,got all of yall watchin my moves my watch and my jewels
Nas,hop in my coupe dodge interviews like that
Nas,its not only my jewels ice anything plenty chains
Nas,look at my tennis shoes i iced that
Nas,who am i the back twister lingerie ripper
Nas,automatic legspreader quicker braingetter
Nas,keepin it gangsta with ya 
Nas,i got mine i hope you got yourself a gun
Nas,you from the hood i hope you got yourself a gun
Nas,you want beef hope you got yourself a gun
Nas,and when i see you ima take what i want so
Nas,you tried to front hope you got yourself a gun
Nas,you aint real hope you got yourself a gun
Nas,got yourself a gun 
Nas,i got mine i hope you got yourself a gun
Nas,you from the hood i hope you got yourself a gun
Nas,you want beef hope you got yourself a gun
Nas,and when i see you ima take what i want so
Nas,you tried to front hope you got yourself a gun
Nas, ooohooohoooohooooooh
Nas,ooohooohooooooh oohooooh
Nas,staaaaaaaay ooohooohoooohooooooh
Nas,ooohooohooooooh oooohoohoh
Nas,peace to the five percenters online engine inventors
Nas,shout to them niggas family men bringing home dinners
Nas,watch out for desperate lonely women hurt your happy home
Nas,miserable and alone kissable nice to bone
Nas,she not the type deserving of a throne
Nas,her beauty is her curse she fuck for shoes and a purse
Nas,make me a movie first can watch you on my phone
Nas,i shop in barcelona i spend some nights in rome
Nas,feel like a knight from england
Nas,thats what i named my son knight
Nas,he was born to be one thats how my game was won
Nas,white 740 bimmer licked by an angels tongue
Nas,im living dangerous son she got a man a famous one
Nas,honey be pocket watching she got a lot of options
Nas,hard to make up her mind deciding which baller to rock with
Nas,hot to death slim pickings but im not impressed
Nas,she got the hottest sex so i guess ima just stay
Nas, ooohooohoooohooooooh
Nas,ooohooohooooooh oohooooh
Nas,staaaaaaaay ooohooohoooohooooooh
Nas,ooohooohooooooh oooohoohoh
Nas,even though i dont like you
Nas,next friday night cant wait to fight you
Nas,locked up i would knife you dont fuck with you
Nas,last month i even bucked at you you got locked
Nas,i felt bad wait do i got love for you
Nas,i might kill you but do i got love for you
Nas,i want you dead under six feet of soil
Nas,at the same time want you here to witness me while you in misery
Nas,we hate each other but its love what a thug mystery
Nas,years ago they ate the hearts of a slain enemy
Nas,we enemies but your hatred could never enter me
Nas,some seek fame cause they need validation
Nas,some say hating is confused admiration
Nas,spotlight on me i still look twenty
Nas,still get money lady killer pushing a bentley
Nas,maybe niggas could see too much of they failures
Nas,through a nigga who realer
Nas,i dont like you near bruh but i need you to stay
Nas, ooohooohoooohooooooh
Nas,ooohooohooooooh oohooooh
Nas,staaaaaaaay ooohooohoooohooooooh
Nas,justice league
Nas,ps 111 had free lunch
Nas,embarrassed but managed to get a plate
Nas,we was kids hungry
Nas,moms working i was famished
Nas,she getting home late
Nas,so i decided now im in charge
Nas,either stay full or starve
Nas,corner store like mister spareaquarter
Nas,before air jordans kareem abduljabbars
Nas,trying to cop quarters and trying to move that hard
Nas,roll with a shooting squad
Nas,how could i not succumb how could i not partake
Nas,fifteen i got a gun
Nas,sixteen i robbed a train
Nas,licked off a shot for fun
Nas,whats got inside my brain
Nas,a hustlers job aint done til he becomes a king
Nas,but im a righteous son despite im in the midst of
Nas,dudes who switch up and change
Nas,they wanna carry me like im some kind of lame
Nas,i never let them though i just forgive them though
Nas,either that or the pistol blow
Nas,say yeah
Nas,haha thank ya
Nas,ahhh hallelujah
Nas,yall dont hear me now somebody help me
Nas,i remember early mornings syrup sandwiches sugar water yeah
Nas,walking up the dark stairwells elevators was out of order yeah
Nas,worth two hundred million now
Nas,bicentennial nigga flat screens and condominiums
Nas,brazilian women on xannies they pulling off panties
Nas,im pushing forty she only twentyone
Nas,dont applaud me im exhausted g
Nas,me and my red cup my blunt and my red cup
Nas,yall wouldnt know me without one i keep a fresh cut
Nas,remember talking to biggie inside his lex truck
Nas,said stay fly when you bummy keep your pajamas armani
Nas,hood forever i just act like im civilized
Nas,really whats in my mind is organizing a billion black motherfuckers
Nas,to take over jp and morgan goldman and sachs
Nas,and teach the world facts and give saudi they oil back
Nas,say yeah
Nas,haha thank ya
Nas,ahhh hallelujah
Nas,yall dont hear me now somebody help me
Nas,1990s polo ralph lauren on him
Nas,gone a few years the whole world snoring on him
Nas,girls all up on him
Nas,i spread em hit em and dead em
Nas,she says third leg from a legend is sheer heaven
Nas,she says it is the greatest loving
Nas,the tales you hear is the truth on me
Nas,who wasnt the most faithful husband
Nas,reveal my life you will forgive me
Nas,you will love me hate me judge me relate to me
Nas,only a few will this how it sounds when youre too real
Nas,they think its just music still
Nas,well i am a graphic classic song composer
Nas,music notes on sheets i wrote this piece to get closure
Nas,some of yall might know kelis this goes to her with love
Nas,also goes to yall lets see
Nas,the craziest things already happened to me
Nas,so either youll be laughing at me or youre laughing with me ha
Nas,say yeah
Nas,haha thank ya
Nas,ahhh hallelujah
Nas,uhh uhh uhh
Nas,lord have mercy jesus christ
Nas,hes just nice he just slice like a ginsu
Nas,look at the life that ive been through
Nas,im the last real nigga alive thats official
Nas,lord have mercy jesus christ
Nas,hes just nice he just slice like a ginsu
Nas,look at the life that ive been through 
Nas,im the last real nigga alive thats official
Nas,yall dont know about my biggie wars
Nas,who you thought kick in the door was for
Nas,but thats my heart yall still trippin off the jigga shit
Nas,real niggas listen up and ima tell you how the whole thing start
Nas,off top i brung queens up from hard times
Nas,rockin at the fever streets was all mine
Nas,it was my version of the blues droppin out schools
Nas,the crack epidemic had rap representin new rules
Nas,so i got in them shoes tried em wore them
Nas,wasnt a perfect fit so i couldnt sport em
Nas,young murderers ride i knew all them
Nas,jungle got shot will died we was warrin
Nas,i wrote it in my album
Nas,i was 18 when lake seen the island and lord held me down and
Nas,my surroundings started changin i had a baby
Nas,i was makin my rounds with az
Nas,niggas started noticin my flow and was open when
Nas,the golden child closed em in
Nas,with more style than them older men
Nas,puff tried to start a label prince rakeem had formed wutang
Nas,snoop and dre had a new thing
Nas,so puff drove his new range through queensbridge projects
Nas,he let me drive it before ready to die hit
Nas,big and i hit blunts performin at the ark
Nas,next thing you knew big blew and all the ballin starts
Nas,he had kim in his crew i found fox
Nas,only niggas in new york with number one charts
Nas,big was ahead of his time him and raekwon
Nas,my niggas but dig it they couldnt get along
Nas,thats when ghostface said it on the purple tape
Nas,bad boy bitin nas album cover wait
Nas,big told me rae was stealin my slang
Nas,and rae told me out in shaolin big would do the same thing
Nas,but i borrowed from both them niggas
Nas,jigga started to flow like us but hit with aint no niggas
Nas,had much versace swagger
Nas,big admired the brooklynite and took him in as iceberg the rapper
Nas,today dont know nothin about this boss shit
Nas,theres more shit than wantin to be this king of new york shit
Nas,uhh uhh uhh
Nas,lord have mercy jesus christ
Nas,hes just nice he just slice like a ginsu
Nas,look at the life that ive been through
Nas,im the last real nigga alive thats official
Nas,lord have mercy jesus christ
Nas,hes just nice he just slice like a ginsu 
Nas,look at the life that ive been through 
Nas,im the last real nigga alive thats official
Nas,rap became a version of malcolm and martin
Nas,rest in peace will queensbridge live on
Nas,theres some ghetto secrets i cant rhyme in this song
Nas,theres some missing pieces i had to leave out
Nas,had lost trust for steve stoute at some point til i got to know him
Nas,we old friends but whats loyal
Nas,puff soaked interscope offices with champagne bottles on steve
Nas,and steve thought the dramas on me
Nas,cause previously it wouldve been against whoever
Nas,friends forever
Nas,however i learned with some niggas its all business
Nas,but im a street dude with morals
Nas,then this niggas with jigga too much
Nas,he used to say jay wanted my spot
Nas,i laughed stayed home never hung a lot
Nas,a quiet man who used to be alone plannin
Nas,baby moms thought i was too quiet couldnt stand it
Nas,she hit the streets later on she hittin the sheets
Nas,with a rapper who wanted me on his songs thinkin he strong
Nas,i taught her how to watch for cars who might follow
Nas,taught her street shit that i know
Nas,her weakness was shine yo
Nas,but thats her i aint mad baby it made me stronger
Nas,now i get my paper longer
Nas,illmatic i was boss it was written i flossed
Nas,one of the most creative lps ever to hit stores
Nas,in the firm i learned i am nastradamus
Nas,qbs finest oochie wally faced more problems
Nas,i gave it all up so i can chill at home with mama
Nas,she was gettin old and sick so i stayed beside her
Nas,we had the best times she asked would i make more songs
Nas,i told her not til i see her health get more strong
Nas,in the middle of that jay tried to sneak attack
Nas,assassinate my character degrade my hood
Nas,cause in order for him to be the don nas had to go
Nas,the gambino rules i understood
Nas,what yall want see i already had
Nas,the gift and the curse fuck that shit the first youll be last
Nas,im the mans man a rappers rapper
Nas,god son  theyll be none after
Nas,i was scarface jay was manolo
Nas,it hurt me when i had to kill him and his whole squad for dolo
Nas,uhh uhh uhh
Nas,lord have mercy jesus christ
Nas,hes just nice he just slice like a ginsu
Nas,look at the life that ive been through
Nas,im the last real nigga alive thats official
Nas,lord have mercy jesus christ
Nas,hes just nice he just slice like a ginsu
Nas,look at the life that ive been through
Nas,hip hop hip hop  is dead
Nas,hip hip hop hip hop  is dead
Nas,hip hip hop 
Nas,hip hip hop is dead 
Nas,hip hip hop 
Nas,hip hop 
Nas,hip hop 
Nas,if hip hop should die before i wake
Nas,ill put an extended clip and body em all day
Nas,roll to every station wreck the dj
Nas,roll to every station wreck the dj
Nas,if hip hop should die before i wake
Nas,ill load an extended clip and body em all day
Nas,roll to every station wreck the dj
Nas,roll to every station wreck the dj
Nas,yeah niggas smoke laugh party and die in the same corner
Nas,get cash live fast body their mans mama
Nas,quick fast trigger fingers on the llama
Nas,revenge in their eyes hennessy and the ganja
Nas,word to the wise with villain state of minds
Nas,grindin hittin brazilian dimes from behind
Nas,grindin hittin brazilian dimes from behind
Nas,whenever if ever i roll up its sown up
Nas,any ghetto will tell ya nas helped grow us up
Nas,my face once graced promotional sony trucks
Nas,hundred million and billin i helped blow em up
Nas,gave my man my right i could have went left
Nas,so like my girl foxy the kid went deaf
Nas,so people whos your top 10 is it mc shan is it mc ren
Nas,if hip hop should die before i wake
Nas,ill put an extended clip and body em all day
Nas,roll to every station wreck the dj
Nas,roll to every station wreck the dj
Nas,if hip hop should die before i wake
Nas,ill load an extended clip and body em all day
Nas,roll to every station wreck the dj
Nas,roll to every station wreck the dj
Nas,the bigger the cap the bigger the peelin
Nas,come through something ill missing the ceilin
Nas,what influenced my raps stickups and killings
Nas,kidnappings project buildings drug dealings
Nas,criticize that whys that
Nas,cause nas rap is compared to legitimized crack
Nas,cause we love to talk on nasty chickens
Nas,most intellectuals will only half listen
Nas,so you cant blame jazz musicians
Nas,or david stern with his nba fashion issues
Nas,oh i think they like me in my white tee
Nas,you cant ice me we here for life b
Nas,on my second marriage hip hops my first wifey
Nas,and for that we not taking it lightly
Nas,if hip hop should die we die together
Nas,bodies in the morgue lie together all together now
Nas,if hip hop should die before i wake
Nas,ill put an extended clip and body em all day
Nas,roll to every station wreck the dj
Nas,roll to every station wreck the dj
Nas,if hip hop should die before i wake
Nas,ill load an extended clip and body em all day
Nas,roll to every station wreck the dj
Nas,roll to every station wreck the dj
Nas,everybody sound the same commercialize the game
Nas,reminiscing when it wasnt all business
Nas,it forgot where it started
Nas,so we all gather here for the dearly departed
Nas,hiphopper since a toddler
Nas,one homeboy became a man then a mobster
Nas,if it dies let me get my last swig of vodka
Nas,rip well donate your lungs to a rasta
Nas,went from turntables to mp3s
Nas,from beat street to commercials on mickey ds
Nas,from gold cables to jacobs
Nas,from plain facials to botox and face lifts
Nas,im looking over my shoulder
Nas,its about 80 people from my hood that showed up
Nas,and they came to show love
Nas,uh uh
Nas,yo
Nas,they plan was to knock me out the top of the game
Nas,but i overstand they truth is all lame
Nas,i hold cannons that shoot balls of flame
Nas,right in they fat mouth then i carve my name
Nas,nas too real nas true king
Nas,its however you feel go head you swing
Nas,your arms too short to box with god
Nas,i dont kill soloists only kill squads
Nas,fame went to they head so now its fuck nas
Nas,yesterday you begged for a deal today you tough guys
Nas,i seen it coming soon as i popped my first bottle
Nas,i spotted my enemies tryna do what i do
Nas,came in with my style so i fathered you
Nas,i kept changing on the world since barbeque
Nas,now you wanna hang with niggas i hung with
Nas,fuck bitches i hit its funny i once said
Nas,if i ever make a record ill take a check
Nas,and put something away for a rainy day to make my exit
Nas,but look at me now ten years deep
Nas,since the project bench with cracks in my sock sleep
Nas,i never asked to be top of raps elite
Nas,just a ghetto child tryna learn the craft of the streets
Nas,but look at me now
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,now wait a sec give me time to explain women and fast cars
Nas,and diamond rings can poison a rap star
Nas,was suicidal high smoking so much lye
Nas,i saw a dead bird flying through a broken sky
Nas,wish i could flap wings and fly away
Nas,to where black kings in ghana stay
Nas,so i could get old my flesh rot away
Nas,but thatll be the day when its peace
Nas,when my gat dont need to spray
Nas,when these streets are safe to play
Nas,sex with death indulge in these women
Nas,vision my own skeleton swimming in eternal fire
Nas,broads play with pentagrams in they vagina
Nas,like the exorcist then they gave birth to my seeds
Nas,i beg for gods help why they love hurting me
Nas,im your disciple a thug certainly
Nas,im the n the a to the sir
Nas,if i wasnt i mustve been escobar
Nas,45 in my waist staring at my reflection
Nas,in the mirror sitting still in the chair like mike concepcion
Nas,when everything around me got cloudy
Nas,the chair became a kings throne my destiny found me
Nas,it was clear why the struggle was so painful
Nas,metamorphosis this is what i changed to
Nas,and god im so thankful
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man youre the man
Nas,youre the man
Nas,yo ugh look look ugh thats that bitch wiz was fuckin 
Nas,damn thats fucked up
Nas,nigga lets get high nigga 
Nas,highest to the sky its four hundred in here nigga
Nas,what the fuck is you niggas talkin bout nigga
Nas,one one one all around the bar
Nas,come on lets get high nigga oh shit oh 
Nas,four fiftysix nigga shut the fuck up
Nas,fuck yall niggas run my fuckin money 
Nas,run that back man 
Nas,i gotta get high man you got weed 
Nas,its like a cold story repeated over and over
Nas,in the winters of my mind yeah
Nas,this shit be real man
Nas,shits crazy out here
Nas,yo yo yo what up yall
Nas,thats my niggas over there word
Nas,if you scared to take chances youll never have the answers
Nas,i could tell the future of a dude how his stance is
Nas,wonder will he shoot then you should study where his hands is
Nas,is he gon cock it and pop it his waistband big
Nas,but he dont have that thing in him slangin just aint in him
Nas,body language is off hes soft
Nas,but soft niggas all a sudden start dumpin frontin
Nas,cause he feel a way my niggas say the eyes is a giveaway
Nas,one look could tell me if you really came to kill me
Nas,be the quiet nigga lookin lame with the milli
Nas,who that over there creepin who homie by the tree
Nas,better safe than sorry look at pnoid me
Nas,few machine guns close we could squeeze all three
Nas,be a cold day in hell fore they creep on me
Nas,its a lesson every premonition
Nas,lot of niggas killed cause they wasnt payin attention listen
Nas,i want a bitch i can trust some niggas i can trust
Nas,accountants lookin over my figures i can trust
Nas,a lawyer thats fightin for my decisions i can trust
Nas,damn my nigga trust i can never get enough
Nas,or rugers i can trust shooters i can trust
Nas,goons that know how to spot out a judas i can trust
Nas,and if i cant trust you the fuck is you here for
Nas,some of you niggas true colors becomin clear more
Nas,its been so long cant remember how we begun this war
Nas,this is a everlasting thunderstorm cause guns went off
Nas,i see your moms she still speak
Nas,she dont know i aint cool with her son no more
Nas,its old shit see forever we holdin this grudge
Nas,takes real men to squash beef end it with hugs
Nas,we buried our dead been years why should i worry bout him
Nas,constantly watchin my back plus niggas tellin i dread
Nas,another day i put a family in black
Nas,though i be calm and relaxed
Nas,though i know somehow it will come back
Nas,even if im in the right cause still a life is a life
Nas,what was it worth to see you covered in dirt
Nas,its quite redundant whether you the hunter or the hunted
Nas,mothers cry no statute of limitation on a homicide
Nas,just tattoos of my niggas names
Nas,i wonder will it change lets ride
Nas,i want a bitch i can trust some niggas i can trust
Nas,accountants lookin over my figures i can trust
Nas,a lawyer thats fightin for my decisions i can trust
Nas,damn my nigga trust i can never get enough
Nas,or rugers i can trust shooters i can trust
Nas,goons that know how to spot out a judas i can trust
Nas,and if i cant trust you the fuck is you here for
Nas,some of you niggas true colors becomin clear more
Nas,its rare i listen to niggas who never been in my position
Nas,a caterpillar cant relate to what an eagle envisions
Nas,from the mind of a man who went at it with killers
Nas,sit down little man let me school you in hood business
